,AgeCategory,WeeklyWorkingHours,WorkClass,Education,MaritalStatus,Occupation,Relationship,Race,Sex,NativeCountry
random4049,AgeCat-20-30,HoursCat-40-50,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,United-States
random4050,AgeCat-50-60,HoursCat-30-40,Private,Grade-10th,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
random4051,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,United-States
random4052,AgeCat-20-30,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Other-service,Own-child,White,Female,United-States
random4053,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States
random4054,AgeCat-10-20,HoursCat-40-50,Federal-gov,HS-grad,Never-married,Craft-repair,Husband,Black,Male,United-States
random4055,AgeCat-50-60,HoursCat-30-40,Local-gov,Grade-7th-8th,Never-married,Protective-serv,Husband,White,Male,Puerto-Rico
random4056,AgeCat-50-60,HoursCat-20-30,Private,HS-grad,Widowed,Sales,Own-child,White,Female,United-States
random4057,AgeCat-20-30,HoursCat-10-20,Self-emp-inc,HS-grad,Never-married,Exec-managerial,Own-child,Black,Male,United-States
random4058,AgeCat-40-50,HoursCat-40-50,State-gov,Some-college,Never-married,Machine-op-inspct,Husband,White,Female,United-States
random4059,AgeCat-60-70,HoursCat-40-50,Private,Prof-school,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States
random4060,AgeCat-30-40,HoursCat-40-50,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,United-States
random4061,AgeCat-30-40,HoursCat-30-40,State-gov,Grade-9th,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,United-States
random4062,AgeCat-40-50,HoursCat-10-20,Local-gov,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Female,United-States
random4063,AgeCat-20-30,HoursCat-30-40,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States
random4064,AgeCat-40-50,HoursCat-20-30,Private,HS-grad,Divorced,Machine-op-inspct,Husband,White,Male,United-States
random4065,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Male,United-States
random4066,AgeCat-30-40,HoursCat-50-60,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States
random4067,AgeCat-50-60,HoursCat-40-50,Private,Some-college,Divorced,Farming-fishing,Own-child,White,Male,United-States
random4068,AgeCat-40-50,HoursCat-30-40,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States
random4069,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States
random4070,AgeCat-50-60,HoursCat-50-60,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
random4071,AgeCat-10-20,HoursCat-30-40,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Female,United-States
random4072,AgeCat-40-50,HoursCat-50-60,Private,Grade-10th,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,United-States
random4073,AgeCat-40-50,HoursCat-40-50,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,United-States
random4074,AgeCat-40-50,HoursCat-30-40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Male,United-States
random4075,AgeCat-20-30,HoursCat-30-40,Private,Bachelors,Never-married,Craft-repair,Other-relative,White,Male,United-States
random4076,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States
random4077,AgeCat-10-20,HoursCat-30-40,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
random4078,AgeCat-20-30,HoursCat-30-40,Self-emp-inc,HS-grad,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Male,Mexico
random4079,AgeCat-30-40,HoursCat-30-40,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
random4080,AgeCat-30-40,HoursCat-10-20,Private,Prof-school,Divorced,Protective-serv,Own-child,White,Male,United-States
random4081,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,United-States
random4082,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,United-States
random4083,AgeCat-30-40,HoursCat-40-50,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
random4084,AgeCat-10-20,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
random4085,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,United-States
random4086,AgeCat-40-50,HoursCat-40-50,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
random4087,AgeCat-70-80,HoursCat-30-40,Private,Grade-11th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States
random4088,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Separated,Handlers-cleaners,Husband,White,Female,United-States
random4089,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Female,United-States
random4090,AgeCat-50-60,HoursCat-30-40,Private,Grade-1st-4th,Married-civ-spouse,Farming-fishing,Own-child,Black,Male,United-States
random4091,AgeCat-30-40,HoursCat-40-50,Private,Bachelors,Never-married,Exec-managerial,Husband,White,Male,United-States
random4092,AgeCat-20-30,HoursCat-30-40,Private,Bachelors,Separated,Adm-clerical,Not-in-family,White,Male,United-States
random4093,AgeCat-40-50,HoursCat-40-50,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Unmarried,White,Female,United-States
random4094,AgeCat-20-30,HoursCat-40-50,Self-emp-inc,Grade-10th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States
random4095,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,United-States
random4096,AgeCat-20-30,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,United-States
random4097,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Separated,Other-service,Own-child,White,Female,United-States
random4098,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Divorced,Other-service,Husband,Asian-Pac-Islander,Male,United-States
random4099,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Never-married,Protective-serv,Own-child,White,Male,United-States
random4100,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,United-States
random4101,AgeCat-30-40,HoursCat-30-40,Private,Masters,Divorced,Other-service,Unmarried,White,Male,United-States
random4102,AgeCat-40-50,HoursCat-30-40,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Husband,White,Male,United-States
random4103,AgeCat-10-20,HoursCat-30-40,Private,Bachelors,Divorced,Exec-managerial,Husband,White,Male,United-States
random4104,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
random4105,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,United-States
random4106,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States
random4107,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,United-States
random4108,AgeCat-20-30,HoursCat-20-30,Local-gov,Grade-11th,Divorced,Prof-specialty,Husband,White,Female,United-States
random4109,AgeCat-30-40,HoursCat-30-40,Local-gov,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States
random4110,AgeCat-40-50,HoursCat-60-70,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,United-States
random4111,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States
random4112,AgeCat-20-30,HoursCat-50-60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States
random4113,AgeCat-50-60,HoursCat-10-20,Private,HS-grad,Separated,Sales,Unmarried,White,Male,United-States
random4114,AgeCat-40-50,HoursCat-30-40,Local-gov,Grade-10th,Never-married,Adm-clerical,Husband,White,Male,United-States
random4115,AgeCat-40-50,HoursCat-40-50,Private,HS-grad,Never-married,Other-service,Husband,White,Female,United-States
random4116,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Separated,Prof-specialty,Husband,White,Male,United-States
random4117,AgeCat-30-40,HoursCat-30-40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States
random4118,AgeCat-30-40,HoursCat-30-40,Local-gov,Masters,Divorced,Craft-repair,Not-in-family,White,Male,United-States
random4119,AgeCat-30-40,HoursCat-50-60,Private,Some-college,Never-married,Exec-managerial,Own-child,Black,Male,United-States
random4120,AgeCat-40-50,HoursCat-30-40,Private,Bachelors,Married-spouse-absent,Adm-clerical,Husband,White,Female,United-States
random4121,AgeCat-30-40,HoursCat-20-30,Private,Bachelors,Never-married,Farming-fishing,Unmarried,White,Male,United-States
random4122,AgeCat-20-30,HoursCat-40-50,Private,Bachelors,Married-civ-spouse,Sales,Not-in-family,White,Male,United-States
random4123,AgeCat-20-30,HoursCat-0-10,Private,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,United-States
random4124,AgeCat-60-70,HoursCat-30-40,Private,Grade-9th,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States
random4125,AgeCat-10-20,HoursCat-40-50,Private,Grade-11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Jamaica
random4126,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Craft-repair,Wife,White,Male,United-States
random4127,AgeCat-60-70,HoursCat-30-40,Local-gov,HS-grad,Divorced,Other-service,Husband,White,Male,United-States
random4128,AgeCat-20-30,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
random4129,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Widowed,Sales,Husband,White,Female,United-States
random4130,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
random4131,AgeCat-20-30,HoursCat-30-40,Federal-gov,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,United-States
random4132,AgeCat-50-60,HoursCat-10-20,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,United-States
random4133,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
random4134,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Male,United-States
random4135,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Never-married,Adm-clerical,Husband,White,Male,United-States
random4136,AgeCat-20-30,HoursCat-10-20,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,United-States
random4137,AgeCat-40-50,HoursCat-20-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
random4138,AgeCat-50-60,HoursCat-30-40,Self-emp-inc,HS-grad,Never-married,Adm-clerical,Husband,Black,Male,United-States
random4139,AgeCat-20-30,HoursCat-30-40,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,United-States
random4140,AgeCat-40-50,HoursCat-50-60,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Own-child,White,Female,United-States
random4141,AgeCat-50-60,HoursCat-30-40,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,United-States
random4142,AgeCat-10-20,HoursCat-40-50,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,United-States
random4143,AgeCat-50-60,HoursCat-30-40,Private,Grade-11th,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,United-States
random4144,AgeCat-30-40,HoursCat-10-20,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Male,United-States
random4145,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
random4146,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States
random4147,AgeCat-50-60,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Craft-repair,Unmarried,White,Female,United-States
random4148,AgeCat-40-50,HoursCat-40-50,Self-emp-inc,HS-grad,Never-married,Adm-clerical,Husband,White,Female,Ireland
random4149,AgeCat-30-40,HoursCat-50-60,Private,Masters,Married-civ-spouse,Other-service,Husband,White,Male,United-States
random4150,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Sales,Unmarried,White,Female,United-States
random4151,AgeCat-50-60,HoursCat-30-40,Private,Grade-12th,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
random4152,AgeCat-20-30,HoursCat-0-10,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States
random4153,AgeCat-20-30,HoursCat-30-40,Local-gov,HS-grad,Separated,Prof-specialty,Not-in-family,White,Male,United-States
random4154,AgeCat-40-50,HoursCat-30-40,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,Black,Male,United-States
random4155,AgeCat-40-50,HoursCat-30-40,Private,Grade-11th,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
random4156,AgeCat-30-40,HoursCat-50-60,Self-emp-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States
random4157,AgeCat-20-30,HoursCat-50-60,Private,Assoc-voc,Widowed,Prof-specialty,Husband,White,Male,United-States
random4158,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
random4159,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Divorced,Exec-managerial,Husband,White,Male,United-States
random4160,AgeCat-20-30,HoursCat-20-30,State-gov,Grade-12th,Never-married,Craft-repair,Husband,White,Male,United-States
random4161,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,United-States
random4162,AgeCat-30-40,HoursCat-40-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Female,United-States
random4163,AgeCat-30-40,HoursCat-30-40,Private,Grade-12th,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States
random4164,AgeCat-20-30,HoursCat-10-20,Private,HS-grad,Never-married,Sales,Husband,White,Male,United-States
random4165,AgeCat-20-30,HoursCat-30-40,Private,Grade-10th,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,United-States
random4166,AgeCat-40-50,HoursCat-30-40,Private,Grade-9th,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,United-States
random4167,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Never-married,Machine-op-inspct,Husband,White,Male,United-States
random4168,AgeCat-20-30,HoursCat-50-60,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States
random4169,AgeCat-50-60,HoursCat-40-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,China
random4170,AgeCat-30-40,HoursCat-30-40,Local-gov,Some-college,Never-married,Other-service,Husband,Black,Male,United-States
random4171,AgeCat-20-30,HoursCat-50-60,Private,Bachelors,Divorced,Prof-specialty,Own-child,White,Male,United-States
random4172,AgeCat-40-50,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random4173,AgeCat-20-30,HoursCat-60-70,Private,Grade-11th,Never-married,Other-service,Husband,White,Male,United-States
random4174,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States
random4175,AgeCat-40-50,HoursCat-30-40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,Poland
random4176,AgeCat-60-70,HoursCat-50-60,Federal-gov,Grade-5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
random4177,AgeCat-20-30,HoursCat-40-50,State-gov,Some-college,Divorced,Transport-moving,Husband,White,Male,United-States
random4178,AgeCat-20-30,HoursCat-50-60,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States
random4179,AgeCat-50-60,HoursCat-30-40,Local-gov,Grade-10th,Divorced,Sales,Husband,White,Male,United-States
random4180,AgeCat-40-50,HoursCat-30-40,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States
random4181,AgeCat-30-40,HoursCat-40-50,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Female,United-States
random4182,AgeCat-40-50,HoursCat-30-40,State-gov,Masters,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
random4183,AgeCat-30-40,HoursCat-10-20,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
random4184,AgeCat-30-40,HoursCat-50-60,Private,HS-grad,Never-married,Handlers-cleaners,Husband,White,Male,United-States
random4185,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Divorced,Transport-moving,Husband,White,Male,United-States
random4186,AgeCat-30-40,HoursCat-30-40,Local-gov,HS-grad,Never-married,Adm-clerical,Husband,White,Male,United-States
random4187,AgeCat-20-30,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Protective-serv,Own-child,White,Female,United-States
random4188,AgeCat-40-50,HoursCat-20-30,Private,HS-grad,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,United-States
random4189,AgeCat-30-40,HoursCat-30-40,Private,Masters,Never-married,Adm-clerical,Own-child,White,Female,United-States
random4190,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Never-married,Transport-moving,Husband,White,Male,United-States
random4191,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Transport-moving,Own-child,White,Male,United-States
random4192,AgeCat-20-30,HoursCat-40-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States
random4193,AgeCat-40-50,HoursCat-50-60,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,United-States
random4194,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Black,Male,United-States
random4195,AgeCat-30-40,HoursCat-30-40,Self-emp-not-inc,Grade-11th,Never-married,Farming-fishing,Not-in-family,White,Male,United-States
